1.5642,
1.4949,
1.4989,
1.5053,
1.5021,
1.5110,
1.5336,
1.5110,
1.5053,
1.5062,
1.5110,
1.5029,
1.4949,
1.5021,
1.4916,
1.4949,
1.4949,
1.5045,
1.4916,
1.4925,
1.4925,
1.4949,
1.4949,
1.5037,
1.4949,
1.4933,
1.4828,
1.4820,
1.4876,
1.4876,
1.4908,
1.4916,
1.4884,
1.4868,
1.4884,
1.5029,
1.4925,
1.4868,
1.4949,
1.5045,
1.4925,
1.4900,
1.4868,
1.4852,
1.4900,
1.4949,
1.6464,
1.7850,
1.7302,
1.7963,
1.9381,
1.6343,
1.4828,
1.5142,
1.5843,
1.4925,
1.5658,
1.4731,
1.5078,
1.5553,
1.3772,
1.3273,
1.3200,
1.3627,
1.3611,
1.2990,
1.2716,
1.2588,
1.2636,
1.2813,
1.2853,
1.2789,
1.3208,
1.4352,
1.4385,
1.3611,
1.2620,
1.2579,
1.2596,
1.2434,
1.4159,
1.4530,
1.4812,
1.4409,
1.4223,
1.4111,
1.4086,
1.4175,
1.4433,
1.4562,
1.4336,
1.4175,
1.4336,
1.4296,
1.4256,
1.4288,
1.4078,
1.4368,
1.4433,
1.5062,
1.4949,
1.5029,
1.5029,
1.4828,
1.5045,
1.5182,
1.5134,
1.3917,
1.4030,
1.3748,
1.2886,
1.2990,
1.3982,
1.5247,
1.4272,
1.3498,
1.3571,
1.3530,
1.3619,
1.3627,
1.3764,
1.3829,
1.3611,
1.3071,
1.3224,
1.3353,
1.3466,
1.3724,
0.6052,
0.6987,
0.5343,
0.4964,
0.6938,
1.3530,
1.3772,
1.3764,
1.3700,
1.3530,
1.3514,
1.3579,
1.3772,
1.3603,
1.3595,
1.3369,
1.3305,
1.3313,
1.3248,
1.3273,
1.3176,
1.3071,
1.3087,
1.3184,
1.3313,
1.3321,
1.3192,
1.3119,
1.3208,
1.3458,
1.3401,
1.3450,
1.3466,
1.3264,
1.3232,
1.3692,
1.4070,
1.3740,
2.9736,
2.9777,
3.0486,
3.0421,
2.9180,
2.9873,
1.2797,
1.4385,
1.4401,
1.4352,
1.4272,
1.4240,
1.4167,
1.4119,
1.4199,
1.4159,
1.4215,
1.4175,
1.4119,
1.4159,
1.4175,
1.3095,
1.5118,
1.4240,
1.3853,
1.3603,
1.2620,
1.2281,
1.4256,
1.4256,
1.4659,
1.4272,
1.4280,
1.4062,
1.4626,
1.4167,
1.3966,
1.3305,
1.4095,
1.4014,
1.3966,
1.3885,
1.3829,
0.7809,
1.0613,
0.4279,
1.3740,
1.3095,
0.3659,
0.7051,
0.8486,
0.3723,
0.4319,
0.3892,
0.3941,
1.4022,
1.3740,
1.3764,
1.3692,
1.3853,
1.3724,
1.3692,
1.3659,
1.3732,
1.3764,
1.3772,
1.3659,
1.3627,
1.3603,
1.3635,
1.3627,
1.3611,
1.3571,
1.3611,
1.3611,
1.3595,
1.3563,
1.3579,
1.3579,
1.3595,
1.3595,
1.3861,
1.3837,
1.3837,
1.4006,
1.4046,
1.3579,
1.3659,
1.3998,
1.3724,
1.3595,
1.3627,
1.3595,
1.3643,
1.3732,
1.3692,
1.3611,
1.3579,
1.4256,
1.4868,
1.4344,
1.5158,
1.4232,
1.3587,
1.3522,
1.3627,
1.3740,
1.3514,
1.3482,
1.3506,
1.3506,
1.3490,
1.3466,
1.3466,
1.3571,
1.3482,
1.3401,
1.3466,
1.3345,
1.3466,
1.3466,
1.3466,
1.3450,
1.3450,
1.3482,
1.3498,
1.3466,
1.3450,
1.3474,
1.3474,
1.3466,
1.3442,
1.3466,
1.3482,
1.3450,
1.3401,
1.3385,
1.3377,
1.3361,
1.3353,
1.3337,
1.3369,
1.3329,
1.3273,
1.3305,
1.3345,
1.3498,
1.3321,
1.3329,
1.3353,
1.3273,
1.3305,
1.3321,
1.3337,
1.3361,
1.3337,
1.3353,
1.3377,
1.2112,
1.1210,
1.1242,
1.1177,
1.0742,
1.0936,
1.0694,
1.2048,
1.3184,
1.3401,
1.3450,
1.3466,
1.3708,
1.4731,
1.4908,
1.5062,
1.5110,
1.5062,
1.5110,
1.5142,
1.5199,
1.5199,
1.5174,
1.5190,
1.5239,
1.5207,
1.5255,
1.5062,
1.5110,
1.5158,
1.5062,
1.6826,
1.5473,
1.5537,
1.5537,
1.5432,
1.5384,
1.5344,
1.5368,
1.5384,
1.5416,
1.5529,
1.5545,
1.5416,
1.5448,
1.5424,
1.5392,
1.5440,
1.5432,
1.5432,
1.5239,
1.2096,
0.9517,
0.9646,
0.9848,
0.9985,
1.0371,
1.5174,
1.5303,
1.5464,
1.5464,
1.5432,
1.5561,
1.5440,
1.5440,
1.5448,
1.5513,
1.5448,
1.5448,
1.5432,
