mean,std,ptp,slope,zcr,spike_count,hjorth_mobility,hjorth_complexity,rms_first_diff,cluster
1.6959965,0.0023478023,0.015904546,-3.5689393e-07,0.37,0.04,0.9313795,1.3027085,0.002186944,0
1.6963428,0.002876622,0.020208359,2.302524e-05,0.35,0.02,0.9389211,1.3061203,0.002700933,0
1.6965677,0.0031982379,0.018947124,-1.0244398e-05,0.31,0.05,0.95994246,1.2864664,0.003070149,0
1.6962602,0.0027249723,0.01482439,9.409905e-06,0.37,0.05,1.0307202,1.2193879,0.0028086908,0
1.6960565,0.0026372941,0.018540502,2.0065058e-06,0.37,0.03,1.0181172,1.210855,0.0026853872,0
1.6957082,0.0025210304,0.017884731,7.155674e-06,0.29,0.04,0.9418211,1.2783524,0.0023748118,0
1.6955866,0.002380172,0.0151770115,5.4753637e-06,0.34,0.04,0.9445529,1.2459813,0.0022481966,0
1.6953568,0.0020130037,0.014243841,-3.0054382e-06,0.38,0.02,0.9423482,1.256101,0.0018969476,0
1.695157,0.0018351005,0.012195468,-2.599603e-06,0.41,0.03,1.0202309,1.1903698,0.0018722339,0
1.6958503,0.0033013977,0.020718217,1.9374284e-05,0.31,0.03,0.97536206,1.2946483,0.0032206576,0
1.6955206,0.0035525444,0.020496964,-4.567895e-05,0.32,0.04,0.9329035,1.3569874,0.0033141822,0
1.6946394,0.0026120208,0.016422391,-1.1437853e-05,0.33,0.03,0.8703826,1.3947384,0.0022734741,0
1.6956148,0.011075684,0.09543753,8.084789e-06,0.21,0.03,1.0052933,1.1966825,0.0111343125,0
1.6969392,0.011081409,0.09543753,1.3450373e-05,0.27,0.03,1.0063534,1.1954275,0.011152045,0
1.6975958,0.0029219321,0.019488215,6.1942264e-06,0.32,0.04,0.93511224,1.2844601,0.002732377,0
1.693994,0.011690108,0.07455242,-0.00011737765,0.12,0.0,0.4794984,2.1469386,0.0056054546,1
1.694256,0.0117625,0.0770762,0.00011664642,0.12,0.0,0.47055525,2.1886528,0.0055349153,1
1.6985661,0.0029813538,0.017184258,9.532818e-06,0.34,0.04,1.0033529,1.2852715,0.0029914025,0
1.6985404,0.002715112,0.01663053,-1.9016685e-05,0.34,0.05,1.0359911,1.251778,0.002812834,0
1.6981415,0.0026524528,0.017954946,-9.365372e-07,0.34,0.04,1.0110358,1.2254817,0.0026817461,0
1.698184,0.0023400406,0.017954946,6.097738e-06,0.35,0.03,1.0026165,1.2245725,0.0023462153,0
1.6986961,0.0012105157,0.008117318,1.4857766e-05,0.24,0.01,0.9114267,1.4386601,0.0011032895,0
1.6995314,0.002808844,0.019479036,1.4005481e-05,0.36,0.03,1.0130548,1.2716233,0.0028456075,0
1.6996624,0.0033847536,0.020275593,-1.6483302e-05,0.25,0.04,1.0129818,1.2891212,0.0034287502,0
1.6993076,0.002738595,0.020275593,-1.0187149e-05,0.28,0.03,0.9796155,1.3131443,0.0026827694,0
1.6985872,0.0021679748,0.01950562,-2.2275453e-05,0.33,0.02,0.90288186,1.3590183,0.001957436,0
1.6982408,0.0018969763,0.018853426,2.2624372e-08,0.33,0.01,0.9549942,1.3433194,0.0018117551,0
1.698343,0.0025359162,0.01706314,-1.353469e-05,0.28,0.03,0.9428802,1.3303663,0.0023910722,0
1.6984274,0.0031204151,0.01878643,5.766542e-06,0.25,0.03,0.9695241,1.322441,0.0030253844,0
1.6978542,0.0028724447,0.019568682,-3.1765077e-05,0.27,0.03,0.94835734,1.3673251,0.0027242384,0
1.6971877,0.0026258717,0.01913464,-8.765625e-06,0.39,0.03,0.9233762,1.3457953,0.002425383,0
1.6964737,0.002583029,0.021682858,-3.370747e-05,0.31,0.02,0.8793951,1.4002653,0.0022716098,0
1.6950352,0.0018172801,0.00799799,-2.8189032e-05,0.21,0.01,0.6494607,1.7333132,0.0011802426,0
1.6952192,0.0029650496,0.0178684,1.7586164e-05,0.28,0.02,0.8430315,1.4822044,0.0024998712,0
1.6956633,0.003519388,0.017419934,-1.2720241e-05,0.22,0.04,0.9566087,1.3270878,0.0033667115,0
1.6947042,0.0026921683,0.018255115,-2.939989e-05,0.3,0.02,0.9146487,1.3822334,0.0024623964,0
1.7447875,0.11584036,0.41369557,0.002594149,0.01,0.0,0.09583224,6.61364,0.011769444,1
1.8295448,0.12532203,0.41369557,0.0016069505,0.05,0.0,0.12863626,5.2148957,0.016183779,1
1.9166385,0.08540767,0.31137693,0.0012254434,0.02,0.0,0.16595325,4.9462304,0.014208975,1
2.0114105,0.055902418,0.25515854,0.0013184238,0.11,0.01,0.25398767,4.2214603,0.014292877,1
1.9005493,0.16704491,0.43084586,-0.005251371,0.01,0.0,0.081418395,12.118028,0.013984097,2
1.6318594,0.2000023,0.82675064,-0.0057561835,0.01,0.0,0.07776245,7.5933523,0.017642645,2
1.4568398,0.18127936,0.5106003,-0.0031481027,0.03,0.0,0.115185484,5.035857,0.021416448,2
1.3361164,0.11223085,0.41361797,-0.0012898453,0.04,0.0,0.16437984,4.623202,0.018469457,2
1.3552806,0.15324879,0.50951135,0.004132907,0.03,0.0,0.09991446,8.588033,0.01608143,2
1.5630206,0.17639987,0.4438671,0.0052099056,0.01,0.0,0.061579674,10.9704485,0.011688475,2
1.6860576,0.005575664,0.020971775,-0.00014145835,0.08,0.02,0.35855082,3.3257408,0.0020002495,1
1.6811426,0.005069112,0.024291873,-5.6625613e-05,0.16,0.01,0.6301319,1.861707,0.0031948304,0
1.6813623,0.0040782853,0.024291873,6.095023e-05,0.23,0.02,0.8425969,1.4530094,0.0034369244,0
1.6842161,0.003516388,0.022030711,5.0719318e-05,0.21,0.04,0.8310821,1.495493,0.002928805,0
1.6848356,0.0035744132,0.019415379,-2.690132e-05,0.32,0.05,0.9156413,1.3250602,0.0032729092,0
1.6835495,0.0028496906,0.0192765,-1.9576479e-05,0.25,0.03,0.9359054,1.3354292,0.002667639,0
1.6829163,0.0020072856,0.013029575,2.5221918e-06,0.34,0.02,0.9213341,1.3503237,0.0018493908,0
1.6834542,0.0022215585,0.014392614,2.249954e-05,0.35,0.02,0.9324,1.3317716,0.0020714873,0
1.6857581,0.0055222586,0.030296206,4.8217138e-05,0.22,0.04,0.8741561,1.382794,0.0048276084,0
1.686813,0.0060946294,0.03261912,-2.2102206e-05,0.29,0.06,0.84733397,1.3921221,0.0051647276,0
1.6868608,0.0058974344,0.030849338,3.160971e-05,0.24,0.03,0.66660017,1.7028825,0.0039314595,0
1.6789658,0.025960669,0.13954818,-0.0004567686,0.09,0.01,0.26228988,3.6182199,0.00688033,1
1.6223105,0.06115709,0.21414018,-0.0014896871,0.02,0.0,0.14515151,5.9581914,0.008893372,2
1.6107925,0.05043704,0.18057966,0.0014081568,0.05,0.0,0.17984678,4.7776046,0.009099022,1
1.6579137,0.022145998,0.10222316,0.0004303709,0.07,0.01,0.35073322,2.7956324,0.0077775293,1
1.665141,0.006375532,0.028409243,-0.00013491564,0.23,0.04,0.81290054,1.5109025,0.0051850216,0
1.6612782,0.003635193,0.019194722,-2.7552715e-05,0.35,0.06,1.0158683,1.220323,0.0036938302,0
1.6649011,0.007576997,0.032507062,0.00013452776,0.15,0.04,0.6348396,1.7712291,0.0048105363,0
1.6680025,0.009971714,0.055250525,-4.2919102e-05,0.27,0.03,0.6778957,1.6294832,0.0067646015,0
1.6660517,0.009673914,0.056242943,-7.274732e-05,0.32,0.02,0.7424744,1.5620352,0.007183692,0
1.6661391,0.0065487535,0.044631243,8.887258e-06,0.27,0.01,0.87069166,1.2400064,0.005705465,0
1.6678407,0.0037573776,0.025480151,3.845976e-05,0.21,0.04,0.8087762,1.4736993,0.0030410201,0
1.6688468,0.0019292914,0.014142275,2.476056e-06,0.33,0.03,0.89052284,1.3631694,0.0017181535,0
1.6712472,0.0038370045,0.021037698,7.403603e-05,0.14,0.03,0.75722903,1.6910608,0.0029056405,0
1.6754656,0.0054659913,0.029069424,0.00011440799,0.11,0.03,0.5970869,2.0952508,0.0032725635,0
1.6760019,0.013681075,0.09816456,2.7343525e-05,0.14,0.01,0.6061632,2.1073036,0.0082930885,1
1.6790555,0.014457235,0.09816456,0.0002126132,0.14,0.02,0.58867216,2.1764598,0.00851057,1
1.68495,0.0051725786,0.033777356,8.472059e-05,0.25,0.03,0.6704417,1.8459619,0.0034697289,0
1.6819675,0.0051809438,0.025304079,-0.00014363875,0.01,0.03,0.4410445,2.767832,0.0022879266,1
1.6770123,0.0023144814,0.013358593,-3.11245e-05,0.32,0.01,0.65600324,1.8250285,0.0015202716,0
1.6765959,0.0019533182,0.011952758,1.6574922e-05,0.35,0.02,0.9281787,1.3316983,0.0018133672,0
1.6781267,0.012988509,0.065925,0.00012665254,0.07,0.0,0.2391602,3.4666047,0.0031156284,1
1.6866798,0.015681779,0.07727659,0.00029644434,0.05,0.01,0.28192508,3.5784955,0.0044221575,1
1.6853545,0.02913427,0.13359845,-0.0005292849,0.07,0.01,0.29625583,3.8893268,0.008691781,1
1.6223909,0.06359994,0.19942117,-0.0019514206,0.02,0.0,0.17298104,5.492774,0.011001836,2
1.6313282,0.06888726,0.21546161,0.0019968718,0.03,0.01,0.21023351,4.814768,0.014532692,1
1.6991214,0.022657583,0.14982188,0.00034386248,0.12,0.01,0.5508403,1.8871039,0.012480757,1
1.7058969,0.013575224,0.0801785,0.0001648843,0.11,0.01,0.4831849,2.184048,0.00655954,1
1.6902127,0.03647128,0.15728676,-0.0008051916,0.07,0.0,0.2829843,4.0490603,0.010382897,1
1.6097342,0.07216553,0.23876154,-0.002315128,0.01,0.0,0.13535883,7.9594216,0.009824867,2
1.5726573,0.03964311,0.13509166,0.0004052177,0.04,0.0,0.1710968,4.2043095,0.006785084,1
1.6361688,0.04705118,0.15602064,0.0010550243,0.07,0.0,0.13385823,5.925769,0.006341439,1
1.678144,0.015301561,0.0730077,0.00023256888,0.07,0.0,0.26699102,3.8501937,0.0041257865,1
1.6810243,0.0028972665,0.022757053,-4.5212902e-05,0.23,0.02,0.8656235,1.4549493,0.0025081646,0
1.6803689,0.0019761093,0.013815284,9.891831e-06,0.32,0.02,0.90776855,1.3761162,0.0017938603,0
1.68107,0.002005741,0.011795878,2.2999697e-05,0.29,0.02,0.93014014,1.3577545,0.0018668782,0
1.6829045,0.0027809509,0.018044114,5.5593388e-05,0.25,0.02,0.8398112,1.4838741,0.0023358162,0
1.684069,0.0036283017,0.023403883,-4.461952e-06,0.34,0.03,0.8402365,1.5109601,0.0030486695,0
1.6848303,0.005167026,0.02906704,3.903918e-05,0.19,0.03,0.6214118,1.937493,0.0032125462,0
1.691186,0.007438499,0.030007243,0.0002001473,0.11,0.01,0.3552792,3.3229783,0.0026463736,1
1.6936278,0.0047880537,0.016892433,-6.0131686e-05,0.04,0.03,0.37892076,3.1414812,0.001814528,1
1.690331,0.0023648634,0.013895035,-2.4635383e-05,0.31,0.01,0.7604795,1.5765566,0.0018037265,0
1.6902851,0.0022524935,0.018451452,1.8917686e-05,0.33,0.01,0.9416978,1.3495749,0.0021212273,0
1.6906531,0.0074222796,0.078305244,3.8058608e-06,0.33,0.01,1.1581713,1.108186,0.008596707,0
1.6841941,0.022130752,0.14512885,-0.0002799425,0.09,0.02,0.57916397,2.0546262,0.012818165,1
1.6676717,0.026016936,0.16040647,-0.00045173112,0.11,0.02,0.6079422,1.9707351,0.015817035,1
1.6712238,0.029746545,0.18215632,0.00049276365,0.14,0.01,0.6040097,1.9629307,0.017968003,1
1.6815088,0.029793588,0.16935349,6.988142e-05,0.1,0.02,0.60668963,1.9914708,0.018075584,1
1.6744434,0.019326303,0.13437903,-7.6372395e-05,0.14,0.01,0.56450677,2.2779086,0.010923804,1
1.6710876,0.003193836,0.019841433,1.1519795e-05,0.31,0.04,1.0037922,1.2909168,0.003206047,0
1.6707333,0.0033227892,0.019834042,-2.9856965e-05,0.35,0.02,0.9133576,1.2976373,0.003035508,0
1.6710876,0.0039287475,0.02242732,2.2900216e-05,0.3,0.03,0.843795,1.4784727,0.0033151053,0
1.6716394,0.0037358785,0.02145207,-1.9027964e-05,0.22,0.03,0.91300327,1.352926,0.003410948,0
1.6709874,0.0024224198,0.017036557,-3.1706925e-06,0.36,0.03,0.9609614,1.2838886,0.0023278622,0
1.6693379,0.003004958,0.017231464,-4.662842e-05,0.14,0.03,0.8529113,1.4478084,0.002562958,0
1.6680092,0.0031438146,0.017231464,2.9160997e-06,0.32,0.05,1.0201398,1.2333807,0.0032071357,0
1.667991,0.0025483193,0.015827417,-1.057843e-05,0.33,0.03,0.999043,1.254583,0.0025459654,0
1.6681672,0.0018808141,0.013618588,8.967787e-06,0.33,0.02,0.96119857,1.2969718,0.0018079145,0
1.6690476,0.0028682058,0.01634121,8.119223e-06,0.31,0.05,1.0327125,1.2530874,0.0029628258,0
1.6695886,0.0026977323,0.01634121,-3.116648e-06,0.32,0.03,1.0144248,1.2799556,0.0027372853,0
1.669279,0.0016021488,0.011717439,-1.0797041e-05,0.42,0.03,0.96158075,1.2589849,0.0015409265,0
1.6692778,0.0014421256,0.008560419,7.6475235e-06,0.34,0.03,0.9922071,1.2169719,0.0014308877,0
1.6694943,0.0028475078,0.024894238,3.907965e-06,0.36,0.03,0.9841678,1.3438357,0.0028024365,0
1.6695833,0.0029969823,0.024894238,1.7535087e-05,0.39,0.03,0.9947729,1.3368531,0.0029813221,0
1.6700026,0.0018382963,0.0115737915,1.7448265e-05,0.35,0.01,1.0446168,1.1897875,0.0019216676,0
1.6708282,0.0027356818,0.014991641,2.7145696e-05,0.31,0.04,0.9450279,1.2792517,0.002585584,0
1.6712925,0.0025231314,0.014787197,-8.0327965e-07,0.3,0.03,0.9260868,1.2556887,0.0023383934,0
1.6713822,0.001949422,0.013629198,4.464027e-06,0.31,0.04,1.0296777,1.1829199,0.0020072896,0
1.6712868,0.001987732,0.013629198,-1.730087e-05,0.32,0.03,1.0157397,1.1919062,0.002019032,0
1.671334,0.0020785092,0.014219046,6.5410836e-06,0.34,0.02,0.9670561,1.3049268,0.002010034,0
1.6714035,0.002226193,0.014219046,-1.624832e-05,0.33,0.04,0.96445394,1.3230432,0.0021471416,0
1.6708744,0.0018792285,0.012862444,-1.1556554e-05,0.38,0.03,0.96686035,1.273411,0.0018170039,0
1.6708312,0.0018045126,0.012862444,1.10443125e-05,0.38,0.02,1.0051023,1.2120456,0.0018138284,0
1.6712533,0.0021103104,0.01577568,1.5448182e-05,0.37,0.03,1.0009751,1.2126007,0.0021125115,0
1.6714935,0.0031024662,0.018362045,8.734841e-06,0.44,0.04,1.0419337,1.2051067,0.0032325722,0
1.6711917,0.0028215346,0.018362045,-2.3037624e-06,0.41,0.03,1.032567,1.2376069,0.002913694,0
1.671189,0.001584265,0.010058045,7.722901e-06,0.34,0.03,0.92090744,1.3226786,0.0014589591,0
1.6717111,0.0020904208,0.013504386,3.5380315e-06,0.29,0.04,0.9248451,1.335879,0.0019335462,0
1.6714439,0.0021257645,0.013423324,-1.6243293e-05,0.3,0.04,0.94527656,1.3194984,0.002009517,0
1.6717001,0.0022245834,0.013794899,1.697467e-05,0.38,0.04,1.0078166,1.2669083,0.0022419868,0
1.6721951,0.0023922035,0.013816476,-1.0270397e-05,0.3,0.05,1.044157,1.2267747,0.002497839,0
1.6728919,0.0031006294,0.016535997,3.6569854e-05,0.29,0.05,0.9130451,1.3612077,0.002831049,0
1.6731571,0.0031098032,0.016384602,-2.057521e-05,0.3,0.05,0.9395919,1.336689,0.0029220157,0
1.6724861,0.002294075,0.013465762,-1.1770272e-05,0.33,0.02,1.048706,1.1953027,0.002405816,0
1.6727555,0.0026672261,0.01652968,-5.4613247e-06,0.39,0.02,0.9891934,1.274056,0.0026392809,0
1.6734179,0.0029578342,0.016508102,4.5573142e-06,0.26,0.05,0.96759653,1.2917875,0.0028619892,0
1.6758523,0.006985794,0.032458067,0.00011968238,0.11,0.01,0.44767,2.6833553,0.0031372167,1
1.6844146,0.009245834,0.034083724,0.00025930157,0.03,0.01,0.3220287,3.7700067,0.0029809629,1
1.6817698,0.010604631,0.035634875,-0.0003154126,0.01,0.01,0.29615188,4.2599907,0.0031507951,1
1.6713938,0.0054877433,0.026626468,-7.2451396e-05,0.19,0.02,0.5657318,2.1960201,0.0031116644,0
1.670892,0.0029923536,0.01611638,2.9031222e-05,0.31,0.04,1.0006847,1.2394096,0.0029948696,0
1.6718085,0.0025636076,0.01611638,1.09790435e-05,0.37,0.03,1.0682623,1.2164931,0.0027391238,0
1.6721406,0.0016480373,0.012042642,2.1099593e-06,0.29,0.01,0.93098986,1.2658595,0.001535065,0
1.6725092,0.0026366143,0.01745689,4.1988114e-06,0.27,0.03,0.9879205,1.2223773,0.0026047858,0
1.672197,0.002541491,0.01795733,-2.0950152e-05,0.32,0.02,0.97447336,1.2589916,0.0024766212,0
1.672094,0.0024994565,0.016664624,1.2117389e-05,0.32,0.03,1.0316725,1.2882705,0.0025786224,0
1.6678414,0.013716901,0.08899844,-9.203184e-05,0.08,0.0,0.5427615,2.2087352,0.007446331,1
1.6744428,0.0249064,0.17326403,0.00039816453,0.1,0.01,0.589095,1.7194846,0.014680275,1
1.6828645,0.021549515,0.1677376,-4.5323945e-06,0.14,0.01,0.66162425,1.5253228,0.014261798,1
1.6837583,0.015646467,0.10226679,0.00011170215,0.2,0.02,0.6451252,1.9889486,0.010093927,0
1.679524,0.022509418,0.13416696,-0.00046491803,0.07,0.0,0.53152084,2.2567003,0.0119871795,1
1.6782836,0.029263258,0.17106724,0.000110285095,0.05,0.01,0.46558094,2.158425,0.013641562,1
1.6832952,0.023931202,0.14415884,-7.415774e-05,0.12,0.02,0.49311206,1.9305351,0.011803956,1
1.6853735,0.021574406,0.12899077,0.00013066,0.16,0.03,0.6300191,1.8504438,0.013593488,0
1.6873386,0.02146453,0.12899077,4.4877306e-05,0.18,0.04,0.7055587,1.6362234,0.01514459,0
1.6840891,0.010299504,0.08774245,-1.8121136e-05,0.18,0.02,0.83053464,1.2656235,0.008554861,0
1.6842021,0.0022157414,0.013669372,5.1157018e-05,0.1,0.02,0.6251695,2.0065358,0.0013856044,0
1.6856139,0.0020943717,0.015098929,-1.0780037e-05,0.33,0.03,1.0170289,1.2425203,0.0021300523,0
1.685793,0.0032117087,0.021986365,-4.5905117e-06,0.23,0.03,0.95028996,1.3299038,0.0030523494,0
1.6854588,0.0031379976,0.023046732,-2.770666e-05,0.32,0.02,0.8651559,1.4808621,0.0027164617,0
1.6848111,0.0020758642,0.012302756,-4.120996e-06,0.28,0.03,0.92798007,1.3884457,0.0019265688,0
1.6846935,0.0020811046,0.012810707,3.226043e-06,0.33,0.03,1.0275548,1.2520908,0.0021385239,0
1.6839495,0.015039942,0.12886488,-3.4175864e-05,0.35,0.02,1.1534547,1.0857697,0.01734915,0
1.6870466,0.025940537,0.12886488,0.0001296392,0.27,0.09,1.1037773,1.0847526,0.028635584,0
1.6849127,0.028854001,0.108380556,-0.000117837444,0.39,0.06,1.0991879,1.061374,0.031728577,0
1.6816361,0.028238576,0.09195769,8.6476044e-05,0.4,0.04,1.1529411,1.0158784,0.03255877,0
1.6787051,0.030319564,0.102493405,-0.0001892642,0.39,0.03,1.1420155,1.020355,0.03462706,0
1.673162,0.03150882,0.09500015,-8.782853e-07,0.4,0.0,1.1771271,0.99064165,0.03708992,0
1.6758037,0.03271363,0.10783696,6.944913e-05,0.4,0.03,1.1743548,0.99256223,0.03841755,0
1.6787676,0.033007585,0.101617575,1.0578981e-05,0.4,0.03,1.1774881,0.9974395,0.038866103,0
1.6780484,0.033919916,0.106532454,-3.1461772e-05,0.4,0.02,1.1775601,0.99385476,0.03994304,0
1.6866969,0.035932004,0.17623472,0.0003070303,0.32,0.01,0.9783838,1.1976218,0.035156533,0
1.691874,0.02518365,0.17623472,-0.000107835105,0.11,0.02,0.8086281,1.408283,0.020368215,1
1.687258,0.0030578421,0.024060965,1.3104038e-05,0.29,0.02,0.8849657,1.3603464,0.0027061477,0
1.6881111,0.0070790546,0.07215786,3.7105037e-05,0.29,0.02,1.1164165,1.1758572,0.007906497,0
1.6918631,0.016141176,0.07554448,0.00011782074,0.34,0.06,1.1708063,1.0517483,0.018898495,0
1.6903821,0.020188924,0.06849718,-0.0001000871,0.39,0.05,1.139992,1.0513067,0.02301624,0
1.6881475,0.019384706,0.06373656,7.7580145e-05,0.39,0.02,1.1567414,1.0178591,0.02242495,0
1.6914176,0.017571481,0.072408676,6.535765e-05,0.34,0.03,1.1316891,1.0739642,0.019886272,0
1.6914325,0.012597971,0.07441151,-4.4443755e-06,0.18,0.05,1.0731257,1.1485955,0.013519207,0
1.6862701,0.0155027555,0.09551799,-5.6213372e-05,0.24,0.04,1.0558337,1.1359735,0.016369393,0
1.6826953,0.020465944,0.07403779,7.145648e-05,0.39,0.03,1.1279229,1.0497835,0.02309191,0
1.6845132,0.020208934,0.06828952,6.507779e-05,0.39,0.03,1.1669283,1.0184231,0.02358347,0
1.6867446,0.018274287,0.07304561,5.8693826e-05,0.39,0.03,1.169346,1.0216066,0.021369837,0
1.6875238,0.017793577,0.060136676,3.228301e-05,0.39,0.02,1.1624358,1.0222018,0.02068636,0
1.6863692,0.018235294,0.06067705,-2.3469215e-06,0.39,0.02,1.1653212,1.0180078,0.021251973,0
1.6915908,0.018556975,0.09998429,0.00017481633,0.28,0.01,0.94280356,1.2463381,0.017497106,0
1.691187,0.016625676,0.11134541,-0.00026994583,0.26,0.02,0.8024833,1.4738524,0.013343244,0
1.6847295,0.017389847,0.076260805,-5.907882e-06,0.32,0.04,1.0966403,1.0720047,0.019073317,0
1.6903305,0.021215698,0.071870565,0.00020041106,0.39,0.04,1.1129622,1.0617559,0.02361787,0
1.6943164,0.02309737,0.08044946,-5.93383e-06,0.39,0.04,1.1598608,1.0100579,0.02679219,0
1.6947538,0.026262974,0.09948194,0.00010986884,0.39,0.02,1.1408718,1.0315692,0.029967325,0
1.6938013,0.027087474,0.09948194,-3.5859055e-05,0.4,0.04,1.1547492,1.0190028,0.03128015,0
1.6824619,0.027501525,0.11263168,-0.00031714392,0.4,0.08,1.0881552,1.0842894,0.029926153,0
1.6658913,0.024529774,0.096879244,-0.00025874435,0.41,0.07,1.0635937,1.1197053,0.026091421,0
1.670268,0.019973515,0.08099544,0.0004827761,0.21,0.01,0.829554,1.451108,0.016572999,0
1.6881245,0.00840967,0.032233834,0.00023440945,0.05,0.01,0.29469433,4.121972,0.0024923491,1
1.6932876,0.0027469755,0.017402887,-1.0421447e-05,0.27,0.03,1.0077468,1.2811766,0.0027682784,0
1.6932538,0.003208787,0.018587828,1.0420216e-05,0.33,0.04,0.9776031,1.2603934,0.0031405604,0
1.6925923,0.003434823,0.020230293,-2.7235337e-05,0.25,0.05,0.9756277,1.2424606,0.0033511242,0
1.6922759,0.013322022,0.1141783,2.8569268e-05,0.31,0.01,0.81363165,1.5121018,0.010840637,0
1.6917276,0.017969245,0.1141783,-9.953624e-06,0.32,0.01,0.93186384,1.300762,0.01674711,0
1.6914759,0.017001793,0.06323469,5.3925785e-05,0.37,0.04,1.1156974,1.0674076,0.018971097,0
1.6922084,0.017385451,0.060284257,7.0606084e-06,0.4,0.02,1.1748897,0.99440724,0.020426255,0
1.6923168,0.01775621,0.060284257,8.308153e-06,0.4,0.01,1.1768514,0.996417,0.020896588,0
1.6933637,0.013535071,0.050918818,3.106732e-06,0.33,0.1,1.1506925,1.0252417,0.015575662,0
1.6929975,0.0061135716,0.04778421,-4.2189655e-05,0.23,0.03,0.9711908,1.1799425,0.005938243,0
1.6915301,0.0031703906,0.01736343,-1.0710431e-05,0.28,0.05,0.93756175,1.3323557,0.0029724366,0
1.6906068,0.0029665232,0.01904881,-1.85203e-05,0.35,0.04,0.9744363,1.2875096,0.0028909307,0
1.690125,0.0023773338,0.017396688,-3.2676085e-06,0.32,0.03,0.9563703,1.2784804,0.0022738127,0
1.6900252,0.0024124833,0.016971469,-3.1567035e-06,0.3,0.02,0.9070499,1.3543142,0.0021882695,0
1.6899036,0.0018342417,0.011506319,3.7476705e-06,0.36,0.03,0.9603493,1.3115703,0.0017615161,0
1.6909982,0.0030646247,0.020567894,4.2932537e-05,0.31,0.02,0.86411273,1.3899485,0.0026490295,0
1.6919457,0.0034614913,0.020567894,8.382441e-06,0.32,0.04,0.9362162,1.2951664,0.003240773,0
1.6917173,0.00307797,0.020442724,4.284462e-06,0.34,0.02,0.9686683,1.257188,0.0029816253,0
1.6911916,0.002723103,0.01957202,-9.803503e-06,0.38,0.03,0.96398205,1.2847421,0.0026250363,0
1.6846836,0.013333756,0.06582546,-0.00020768397,0.04,0.0,0.4014646,2.8179336,0.0053531295,1
1.6727993,0.02891491,0.13799345,-0.00021209518,0.1,0.0,0.3749864,2.6114824,0.010842905,1
1.6646701,0.035835233,0.16576266,-0.00010224354,0.17,0.01,0.55417913,1.9944259,0.019863585,1
1.677398,0.03928233,0.17857957,0.0003597193,0.28,0.06,0.8865463,1.309241,0.034826424,0
1.6836994,0.03941689,0.15691006,-0.0003607882,0.39,0.04,1.1284547,1.0389878,0.044483308,0
1.6784217,0.042926904,0.1434505,7.7494304e-05,0.4,0.06,1.1697512,0.9987475,0.050214566,0
1.6769257,0.04514574,0.14969563,-0.00013400524,0.4,0.06,1.1662413,1.0000309,0.05265225,0
1.6722172,0.04400453,0.13017571,5.820375e-05,0.4,0.0,1.1768286,0.99896544,0.051787306,0
1.6688315,0.039604798,0.1677984,6.1753795e-05,0.29,0.02,0.9989357,1.1786897,0.039570626,0
1.6777103,0.02712794,0.15620065,0.0005254132,0.05,0.0,0.530652,2.0506222,0.014416705,1
1.6906635,0.0018466853,0.010802746,1.5022191e-05,0.34,0.03,0.93948233,1.3426615,0.0017349259,0
1.6912328,0.0014376118,0.009235501,4.801209e-06,0.35,0.03,0.9636184,1.2948148,0.0013853131,0
1.6941535,0.0047390936,0.017114878,0.00012226182,0.05,0.02,0.2988645,4.079728,0.0014196344,1
1.7004259,0.005269069,0.0195055,0.00014562893,0.03,0.0,0.30377096,4.128148,0.0016094572,1
1.7037628,0.0021544914,0.011115432,-1.2137686e-05,0.35,0.03,0.9486451,1.2599345,0.0020441122,0
1.7122202,0.021721723,0.13308728,0.00041524766,0.05,0.0,0.26895142,2.8447483,0.005980276,1
1.8378044,0.120385885,0.29998124,0.0038775979,0.01,0.0,0.058783945,10.893392,0.0076743783,1
1.9055526,0.10537853,0.32162344,-0.0023422877,0.02,0.0,0.08127043,5.7571383,0.008691743,1
1.7805068,0.11841645,0.32653213,-0.0033302454,0.01,0.0,0.057084367,9.71921,0.0073842965,2
1.7594734,0.06743168,0.18367767,0.0020259458,0.01,0.0,0.079119116,11.010303,0.0055069574,1
1.8820462,0.08286972,0.30406404,0.0026434201,0.03,0.0,0.08067453,9.888755,0.007352305,1
1.932766,0.04300154,0.16907084,-0.0005476375,0.04,0.0,0.14678493,4.3128643,0.0063452786,1
1.9447947,0.04510702,0.16294563,0.0007685335,0.02,0.0,0.14784281,4.457957,0.0066941613,1
1.8708545,0.11288165,0.3198899,-0.0033928805,0.01,0.0,0.06484419,8.731094,0.007606946,2
1.7442168,0.048191596,0.21702802,-0.0011801712,0.01,0.0,0.10129412,6.857298,0.005308069,2
1.7323109,0.04592056,0.24313474,0.00066630886,0.01,0.0,0.21175468,2.7849345,0.010009195,1
1.7826325,0.06904768,0.24313474,0.0013453767,0.09,0.02,0.24599516,2.2594178,0.016996883,1
1.7787867,0.056694042,0.21790946,-0.0014314723,0.09,0.02,0.25186655,2.3383808,0.014429113,1
1.8032258,0.10073834,0.32014012,0.002534413,0.03,0.03,0.2373619,2.475894,0.023915447,1
1.9232554,0.10593002,0.42021084,0.002262426,0.13,0.01,0.3363117,1.8066388,0.035742003,1
1.923973,0.11143039,0.41485333,-0.0023126616,0.12,0.01,0.29571256,2.0202622,0.03297459,2
