pc1,pc2,pc3,cluster
-1.0294359,-0.20702134,-0.16495314,0
-1.2757381,-0.31291342,-0.1985754,0
-1.2195319,-0.26035395,-0.16120863,0
-1.169599,-0.15469383,-0.15094012,0
-0.725451,-0.45661128,-0.07726394,0
-0.7170702,-0.49715006,-0.113290876,0
-1.1347103,-0.15134785,-0.1299634,0
-1.4032099,-0.038864512,-0.22095743,0
-1.3787988,-0.04986455,-0.2408514,0
-1.8338903,0.30204025,-0.31639388,0
-1.6782143,0.07347318,-0.34451336,0
-1.713087,-0.010585728,-0.36359575,0
-1.6712186,-0.035002492,-0.4098455,0
-1.3520174,-0.22735283,-0.29153696,0
-1.5397195,-0.06758573,-0.320453,0
-1.4787346,0.12076562,-0.26082298,0
-1.4657733,0.28109884,-0.21970524,0
-1.4838828,0.13844417,-0.31156254,0
-1.48481,0.120739885,-0.22486416,0
-2.025668,0.5110311,-0.36292306,0
-1.6435308,0.19166327,-0.28898954,0
-1.3044516,-0.07173474,-0.2529847,0
-1.0041947,-0.6076819,-0.23489396,0
-1.1840541,0.02986351,-0.13502394,0
-1.4028977,0.3050676,-0.1722902,0
-1.2986866,0.19561175,-0.17173521,0
-1.2613524,0.15636568,-0.24503575,0
-0.8885452,-0.3522399,-0.24195506,0
-1.242258,-0.14240906,-0.27923423,0
-1.6196223,0.06099368,-0.34879965,0
-1.2298217,-0.15953898,-0.22701797,0
-1.0591207,-0.3100232,-0.19587281,0
-1.2222875,-0.13161711,-0.19577691,0
-1.6806667,0.35190502,-0.25973696,0
-1.391966,0.08717726,-0.21705851,0
-1.0462581,-0.4549683,-0.15820663,0
-1.4427081,-0.07548894,-0.25790235,0
-1.5437104,-0.027164035,-0.29251462,0
-0.7821068,-0.47413877,-0.0448775,0
-1.4239004,0.04565236,-0.17094523,0
-1.8010863,0.2136018,-0.34234217,0
-1.1794491,-0.17662531,-0.13978332,0
-1.787033,0.16352694,-0.3232586,0
-1.6791523,0.071413375,-0.3133494,0
-1.4033499,0.07589529,-0.1620731,0
-1.4788269,0.20212743,-0.17535867,0
-1.8073779,0.31929362,-0.32356334,0
-1.3184092,-0.12041639,-0.22893897,0
-1.2222041,-0.19539042,-0.2290086,0
-1.4684478,0.035486575,-0.33399984,0
-1.6289223,0.07586563,-0.3479844,0
-1.1138608,-0.10875968,-0.17469092,0
-0.78915787,-0.34507045,-0.1843027,0
-1.5711051,-0.016580524,-0.27773374,0
-1.9220374,0.5806814,-0.3223799,0
-1.6467144,0.52572525,-0.2600606,0
-1.1754515,-0.009174494,-0.19929686,0
-1.323632,-0.15097933,-0.3348553,0
-0.64127237,-0.57658446,-0.10045439,0
-0.59362346,-0.6150948,-0.029173123,0
-1.6308519,0.036683016,-0.26472196,0
-1.6264617,0.1912644,-0.2352581,0
-0.92154735,-0.31129435,-0.043522708,0
-1.0061784,-0.3020528,-0.10985018,0
-0.99003226,-0.25532728,-0.112045564,0
-1.0845348,-0.19143625,-0.17728181,0
-1.2597029,-0.21438019,-0.18419334,0
-1.5277063,0.10762714,-0.2507613,0
-1.3446157,0.011101973,-0.20860206,0
-1.3271177,0.006491252,-0.21655302,0
-1.4126748,0.022790005,-0.27182257,0
